State,District,Year,Season,Crop,AreaHectares,ProductionTonnes,YieldKgPerHa,IrrigationType,SoilType,FarmerBeneficiaries,MSP,MarketPrice,CropInsuranceCoverage,FertilizerUsageKg,WaterUsageLitres,Status
Manipur,Manipur District 8,2021,Rabi,Jowar,7494,20473,2732,Tube Well,Black,3872,2888,2625,66.2,86,503004,Failed
Goa,Goa District 3,2020,Rabi,Banana,17703,59729,3374,Tube Well,Arid,2278,1881,1830,44.9,246,525859,Failed
Chhattisgarh,Chhattisgarh District 4,2022,Rabi,Cotton,47123,104236,2212,Canal,Laterite,24912,2360,2525,66.8,183,138410,Harvested
Tamil Nadu,Tamil District 4,2021,Rabi,Turmeric,2868,5325,1857,Rain-fed,Black,1475,3439,3504,53.0,87,523489,Standing
Nagaland,Nagaland District 8,2023,Rabi,Jowar,20684,48483,2344,Canal,Alluvial,6292,2291,2403,70.1,125,137954,Harvested
Manipur,Manipur District 3,2018,Kharif,Groundnut,40353,87888,2178,Drip,Laterite,19019,3401,4204,48.6,110,59213,Harvested
Gujarat,Gujarat District 8,2022,Kharif,Soybean,7561,25881,3423,Rain-fed,Alluvial,845,812,872,20.8,213,341153,Harvested
Assam,Assam District 6,2019,Kharif,Soybean,25996,31819,1224,Drip,Arid,5207,3189,2769,39.2,109,400123,Standing
Manipur,Manipur District 1,2019,Zaid,Sugarcane,1131,2520,2229,Drip,Red,668,2209,2448,71.8,155,57412,Harvested
Rajasthan,Rajasthan District 2,2022,Kharif,Jowar,16992,13678,805,Tube Well,Laterite,4662,2767,2434,71.7,230,224049,Harvested
Madhya Pradesh,Madhya District 3,2019,Rabi,Sunflower,15853,39426,2487,Sprinkler,Forest,2532,2941,3582,26.9,223,106445,Harvested
Assam,Assam District 7,2019,Kharif,Bajra,38558,60728,1575,Canal,Arid,14249,2725,2906,43.0,89,455198,Harvested
Madhya Pradesh,Madhya District 5,2022,Rabi,Banana,29407,90691,3084,Sprinkler,Laterite,12736,3460,3934,32.7,228,294945,Harvested
Assam,Assam District 4,2020,Zaid,Cotton,20472,61477,3003,Tube Well,Alluvial,5147,1631,1730,55.8,55,50422,Harvested
Andhra Pradesh,Andhra District 5,2020,Zaid,Tomato,20213,63387,3136,Tube Well,Alluvial,10271,2288,2646,50.7,234,190648,Harvested
Himachal Pradesh,Himachal District 5,2018,Rabi,Groundnut,10320,19350,1875,Drip,Forest,1075,3166,3168,73.1,75,61934,Harvested
Assam,Assam District 5,2020,Rabi,Tomato,10293,10663,1036,Rain-fed,Red,1183,1752,2009,76.9,109,113767,Harvested
Rajasthan,Rajasthan District 4,2022,Kharif,Ginger,49991,163220,3265,Canal,Red,27550,1925,2261,78.0,59,330173,Standing
Mizoram,Mizoram District 4,2018,Kharif,Mango,26762,64335,2404,Drip,Red,11847,3422,4087,22.9,81,480577,Harvested
Mizoram,Mizoram District 6,2020,Rabi,Mango,13376,33239,2485,Sprinkler,Forest,2872,3288,3643,70.1,138,186949,Harvested
West Bengal,West District 5,2023,Zaid,Mango,39707,117056,2948,Drip,Arid,12986,1052,1164,45.3,190,474494,Harvested
Arunachal Pradesh,Arunachal District 5,2019,Kharif,Maize,11148,9297,834,Tube Well,Forest,3786,2020,1808,30.3,181,237985,Failed
Punjab,Punjab District 6,2019,Zaid,Sugarcane,29491,19758,670,Sprinkler,Red,16246,3049,2931,42.8,216,433866,Harvested
Arunachal Pradesh,Arunachal District 3,2020,Kharif,Soybean,34726,18057,520,Drip,Red,11745,3124,3272,78.7,202,450777,Harvested
Nagaland,Nagaland District 1,2023,Zaid,Tea,11911,10005,840,Rain-fed,Forest,1980,2598,2787,63.7,50,493909,Harvested
Mizoram,Mizoram District 4,2022,Rabi,Wheat,25427,23647,930,Canal,Red,3787,2157,2309,63.3,182,233481,Harvested
Himachal Pradesh,Himachal District 1,2022,Rabi,Tomato,7914,13200,1668,Drip,Red,1819,2545,2320,49.7,249,363429,Harvested
Uttarakhand,Uttarakhand District 2,2022,Kharif,Onion,41840,112675,2693,Canal,Red,9680,3042,3502,59.2,197,190934,Harvested
Rajasthan,Rajasthan District 4,2022,Rabi,Tomato,34076,65937,1935,Tube Well,Forest,20076,2759,2737,76.1,133,271656,Failed
Gujarat,Gujarat District 8,2019,Rabi,Pulses,14812,7554,510,Drip,Alluvial,6066,3684,4356,61.3,57,387245,Harvested
Gujarat,Gujarat District 3,2023,Rabi,Wheat,13897,38800,2792,Sprinkler,Laterite,6299,2957,3307,44.5,244,509144,Harvested
Jharkhand,Jharkhand District 4,2018,Zaid,Cotton,21546,48349,2244,Sprinkler,Red,3796,2223,2508,34.6,209,127452,Harvested
Odisha,Odisha District 5,2023,Rabi,Mustard,49664,135880,2736,Drip,Alluvial,6632,1175,1454,60.1,100,335581,Harvested
Bihar,Bihar District 2,2018,Zaid,Groundnut,46501,68821,1480,Sprinkler,Alluvial,21683,1535,1800,30.8,86,103428,Harvested
Sikkim,Sikkim District 6,2022,Zaid,Ginger,1334,4134,3099,Canal,Arid,243,3212,3858,73.6,76,255327,Harvested
Odisha,Odisha District 3,2020,Zaid,Rice,38640,106453,2755,Canal,Black,17328,965,820,52.7,223,496127,Harvested
Madhya Pradesh,Madhya District 4,2018,Zaid,Tea,35673,89860,2519,Sprinkler,Alluvial,5859,3746,3465,37.1,84,272988,Harvested
Uttar Pradesh,Uttar District 7,2020,Zaid,Pulses,33383,33917,1016,Canal,Laterite,8837,2833,2596,38.1,185,389746,Harvested
Punjab,Punjab District 2,2022,Zaid,Maize,48863,65085,1332,Drip,Arid,12240,2621,2857,24.4,208,348777,Harvested
Uttar Pradesh,Uttar District 4,2023,Kharif,Ginger,31051,27945,900,Rain-fed,Laterite,14478,1768,1904,52.1,115,298244,Harvested
Jammu & Kashmir,Jammu District 1,2022,Rabi,Ginger,32248,100291,3110,Canal,Alluvial,16719,1809,1654,77.8,192,60988,Harvested
West Bengal,West District 4,2018,Rabi,Tomato,22225,18202,819,Tube Well,Arid,10873,1154,1125,29.9,189,296482,Harvested
Telangana,Telangana District 3,2020,Rabi,Soybean,43746,84517,1932,Rain-fed,Arid,18393,3232,2926,72.8,123,224775,Harvested
West Bengal,West District 7,2021,Rabi,Turmeric,30981,18495,597,Rain-fed,Red,15712,1182,1464,41.5,229,510209,Failed
Chandigarh,Chandigarh District 3,2020,Rabi,Onion,9205,26188,2845,Rain-fed,Laterite,2511,2296,2174,48.9,105,343924,Failed
Meghalaya,Meghalaya District 2,2020,Rabi,Pulses,2779,5755,2071,Sprinkler,Laterite,421,1423,1628,53.1,190,251787,Harvested
Manipur,Manipur District 5,2022,Rabi,Mustard,20895,42730,2045,Rain-fed,Alluvial,10150,3093,2748,35.7,171,517726,Harvested
Mizoram,Mizoram District 2,2022,Rabi,Turmeric,41787,45631,1092,Sprinkler,Laterite,7575,2923,2900,33.3,234,338980,Standing
Uttarakhand,Uttarakhand District 2,2020,Kharif,Maize,45913,94672,2062,Canal,Forest,15784,3337,3181,31.0,81,222441,Failed
Punjab,Punjab District 2,2019,Rabi,Tea,10731,24616,2294,Drip,Forest,6091,3166,2900,26.9,154,366201,Harvested
Chandigarh,Chandigarh District 5,2020,Kharif,Jowar,20227,61267,3029,Sprinkler,Black,6061,1138,1017,25.6,246,226965,Harvested
Uttarakhand,Uttarakhand District 1,2020,Zaid,Tea,47775,110360,2310,Rain-fed,Arid,11784,1355,1256,26.6,215,347838,Failed
Rajasthan,Rajasthan District 1,2021,Rabi,Sunflower,17728,51038,2879,Drip,Arid,3458,2520,2994,76.8,69,72411,Harvested
Chandigarh,Chandigarh District 5,2021,Zaid,Banana,42361,122550,2893,Sprinkler,Alluvial,13478,2654,2544,64.6,75,121376,Harvested
Nagaland,Nagaland District 1,2023,Rabi,Mustard,8303,11209,1350,Rain-fed,Laterite,4891,3262,2941,39.8,151,496617,Failed
Maharashtra,Maharashtra District 3,2023,Zaid,Bajra,20197,70224,3477,Canal,Arid,10891,2328,2562,44.8,215,524763,Harvested
Uttar Pradesh,Uttar District 3,2022,Rabi,Jowar,43249,34080,788,Tube Well,Arid,7860,3438,3492,56.8,110,156113,Harvested
Nagaland,Nagaland District 7,2020,Zaid,Bajra,22030,41041,1863,Tube Well,Black,5204,2957,3007,51.4,241,238856,Harvested
Karnataka,Karnataka District 8,2023,Kharif,Jowar,43204,79538,1841,Rain-fed,Arid,15518,2495,2315,41.0,240,339706,Harvested
Uttarakhand,Uttarakhand District 3,2018,Rabi,Maize,24856,78818,3171,Drip,Alluvial,8897,2064,2114,33.5,139,364834,Harvested
Chhattisgarh,Chhattisgarh District 8,2023,Kharif,Wheat,44565,121707,2731,Drip,Red,7249,2992,3235,28.0,200,471038,Harvested
Odisha,Odisha District 6,2021,Zaid,Mustard,27978,19108,683,Rain-fed,Laterite,15611,2333,2116,66.9,221,277786,Harvested
West Bengal,West District 2,2023,Rabi,Ginger,28007,18260,652,Rain-fed,Red,5187,2177,1991,36.1,124,162853,Harvested
Gujarat,Gujarat District 8,2019,Kharif,Onion,4215,3291,781,Rain-fed,Red,809,1836,1591,28.4,51,101229,Harvested
Sikkim,Sikkim District 5,2021,Rabi,Mustard,39280,60648,1544,Tube Well,Arid,4989,1221,1392,56.0,149,292427,Harvested
Gujarat,Gujarat District 4,2018,Rabi,Turmeric,40643,95104,2340,Sprinkler,Forest,18658,1688,1621,60.5,141,527097,Harvested
Nagaland,Nagaland District 3,2020,Zaid,Wheat,6682,7183,1075,Canal,Arid,2683,1649,2044,51.9,169,327170,Harvested
Bihar,Bihar District 8,2023,Rabi,Soybean,12946,19069,1473,Tube Well,Alluvial,1953,883,816,51.4,137,182064,Harvested
West Bengal,West District 7,2018,Zaid,Sugarcane,49714,136216,2740,Drip,Black,25110,2136,1841,26.4,68,286769,Harvested
Maharashtra,Maharashtra District 5,2018,Zaid,Jowar,20851,26022,1248,Drip,Black,8833,1072,955,61.3,52,50978,Harvested
Telangana,Telangana District 1,2020,Kharif,Ginger,49506,107279,2167,Sprinkler,Red,12621,1212,1110,20.8,168,353769,Harvested
Ladakh,Ladakh District 7,2023,Rabi,Tea,26637,76554,2874,Drip,Forest,10499,892,941,41.6,140,232896,Failed
Odisha,Odisha District 7,2023,Rabi,Sunflower,9981,17147,1718,Rain-fed,Red,1644,3492,3326,32.8,194,475817,Harvested
Goa,Goa District 3,2021,Kharif,Jowar,9166,14060,1534,Canal,Laterite,4974,891,930,49.0,242,413364,Harvested
Jharkhand,Jharkhand District 4,2023,Rabi,Potato,10587,26668,2519,Sprinkler,Forest,1512,2030,1952,61.4,220,339107,Harvested
Telangana,Telangana District 6,2023,Rabi,Onion,14749,47934,3250,Sprinkler,Black,3101,824,964,38.2,229,516640,Harvested
Maharashtra,Maharashtra District 4,2020,Kharif,Tomato,12559,29614,2358,Rain-fed,Arid,3185,3689,4027,61.2,60,466408,Harvested
Chhattisgarh,Chhattisgarh District 2,2019,Zaid,Jowar,15809,37103,2347,Sprinkler,Red,3694,1656,1914,23.9,216,147486,Harvested
Ladakh,Ladakh District 7,2023,Kharif,Cotton,3958,4757,1202,Sprinkler,Arid,1062,2589,2794,30.2,179,292796,Harvested
Punjab,Punjab District 7,2020,Rabi,Sunflower,18085,63080,3488,Drip,Forest,8659,1670,1755,30.3,234,87275,Harvested
Goa,Goa District 3,2020,Rabi,Cotton,37479,90699,2420,Drip,Arid,14525,924,1094,59.5,121,148910,Standing
Rajasthan,Rajasthan District 8,2021,Rabi,Ginger,39004,67749,1737,Sprinkler,Alluvial,8572,3618,3901,73.8,210,113293,Harvested
Manipur,Manipur District 6,2021,Rabi,Soybean,14924,36519,2447,Tube Well,Alluvial,5813,953,1106,65.0,72,413949,Harvested
Assam,Assam District 8,2018,Zaid,Sunflower,17491,57650,3296,Rain-fed,Arid,7126,3401,4136,30.2,59,106498,Harvested
Chandigarh,Chandigarh District 8,2022,Zaid,Onion,42151,41687,989,Tube Well,Laterite,20329,1141,1267,32.3,56,532132,Harvested
Manipur,Manipur District 1,2018,Rabi,Wheat,19924,66127,3319,Sprinkler,Laterite,2161,3041,3663,30.9,184,203680,Harvested
Rajasthan,Rajasthan District 1,2020,Rabi,Wheat,9898,30238,3055,Rain-fed,Black,2544,1410,1668,30.3,100,190978,Standing
Uttar Pradesh,Uttar District 3,2023,Rabi,Pulses,6650,20448,3075,Rain-fed,Forest,3131,1185,1231,61.4,83,309898,Failed
Himachal Pradesh,Himachal District 6,2020,Zaid,Soybean,5155,18001,3492,Canal,Laterite,823,1437,1703,38.2,70,323798,Harvested
Telangana,Telangana District 6,2020,Rabi,Pulses,31204,34761,1114,Tube Well,Forest,16253,3357,3665,58.8,148,338665,Harvested
Sikkim,Sikkim District 5,2018,Rabi,Mango,23902,21009,879,Sprinkler,Laterite,10766,2314,2036,21.3,96,247181,Harvested
Arunachal Pradesh,Arunachal District 6,2019,Kharif,Soybean,27462,20733,755,Canal,Laterite,9438,2446,2182,78.7,118,321307,Harvested
Meghalaya,Meghalaya District 6,2018,Kharif,Banana,14678,42463,2893,Rain-fed,Laterite,2844,3716,3625,45.3,51,120782,Harvested
West Bengal,West District 2,2018,Kharif,Maize,21848,73059,3344,Rain-fed,Black,5926,2983,3577,35.4,240,145255,Harvested
Madhya Pradesh,Madhya District 4,2021,Rabi,Wheat,21004,21067,1003,Tube Well,Black,10911,3342,3724,51.1,196,404440,Harvested
Mizoram,Mizoram District 4,2023,Kharif,Tomato,39084,100172,2563,Tube Well,Alluvial,19852,838,736,38.9,112,217195,Failed
Assam,Assam District 1,2019,Kharif,Cotton,21362,55113,2580,Sprinkler,Alluvial,6137,1122,1239,22.8,56,215093,Harvested
Sikkim,Sikkim District 2,2023,Zaid,Wheat,12087,18142,1501,Sprinkler,Arid,7153,1219,1294,51.8,60,396298,Harvested
Manipur,Manipur District 4,2022,Rabi,Mango,4306,5899,1370,Rain-fed,Arid,575,1270,1178,68.2,163,189857,Harvested
Bihar,Bihar District 2,2019,Rabi,Maize,44261,57317,1295,Canal,Red,20635,3092,3773,51.4,147,526900,Harvested
Andhra Pradesh,Andhra District 8,2019,Zaid,Turmeric,21709,49322,2272,Drip,Alluvial,9169,1533,1381,69.1,149,263264,Failed
Tamil Nadu,Tamil District 3,2020,Rabi,Cotton,28386,90920,3203,Rain-fed,Alluvial,16209,2187,1896,74.6,111,323073,Harvested
Tripura,Tripura District 6,2020,Kharif,Potato,7550,8161,1081,Sprinkler,Laterite,3007,1570,1740,33.1,120,305307,Failed
Puducherry,Puducherry District 1,2022,Kharif,Jowar,27271,84021,3081,Rain-fed,Arid,15342,1931,2003,68.5,229,234128,Harvested
Ladakh,Ladakh District 1,2022,Kharif,Onion,21615,63591,2942,Sprinkler,Forest,12722,2697,3232,60.4,191,190864,Standing
Tripura,Tripura District 8,2021,Rabi,Cotton,41480,140119,3378,Tube Well,Black,24254,1245,1478,49.0,54,542292,Standing
Kerala,Kerala District 6,2020,Rabi,Tomato,9795,12194,1245,Sprinkler,Red,1884,2789,2606,70.3,177,248329,Harvested
Manipur,Manipur District 3,2021,Kharif,Tomato,16185,13093,809,Rain-fed,Black,4969,1953,2233,44.5,174,245035,Harvested
Gujarat,Gujarat District 7,2018,Kharif,Pulses,2879,9860,3425,Sprinkler,Arid,1640,3790,3833,29.4,197,481466,Harvested
Haryana,Haryana District 2,2018,Kharif,Tomato,24389,60728,2490,Canal,Red,7218,3703,3338,47.7,173,209991,Failed
Meghalaya,Meghalaya District 7,2021,Zaid,Turmeric,38304,66304,1731,Rain-fed,Black,17076,1061,1181,27.4,161,390182,Failed
Karnataka,Karnataka District 1,2022,Zaid,Rice,38382,91003,2371,Rain-fed,Red,21436,2409,2302,40.1,61,219177,Harvested
Chandigarh,Chandigarh District 5,2018,Rabi,Tea,49429,57288,1159,Tube Well,Laterite,5584,3798,4055,36.2,128,323168,Harvested
Delhi,Delhi District 8,2021,Zaid,Sunflower,5836,14438,2474,Rain-fed,Forest,1420,3592,4416,78.7,102,163271,Harvested
Chhattisgarh,Chhattisgarh District 8,2021,Zaid,Tomato,2395,4866,2032,Sprinkler,Laterite,468,883,756,48.7,170,452086,Harvested
Meghalaya,Meghalaya District 2,2022,Rabi,Tomato,21866,66494,3041,Rain-fed,Red,12025,2663,3003,75.2,78,242094,Harvested
Tripura,Tripura District 6,2021,Rabi,Mango,11761,22522,1915,Rain-fed,Laterite,6182,1996,1949,45.5,125,472530,Harvested
Maharashtra,Maharashtra District 4,2021,Zaid,Maize,4004,8348,2085,Sprinkler,Alluvial,2012,2398,2793,29.1,80,68305,Harvested
Chandigarh,Chandigarh District 7,2021,Rabi,Tea,6778,19540,2883,Canal,Laterite,1453,1849,2147,24.3,217,130665,Harvested
Chhattisgarh,Chhattisgarh District 8,2022,Kharif,Rice,27328,23256,851,Tube Well,Black,5736,1005,884,30.1,121,304335,Harvested
Assam,Assam District 3,2022,Rabi,Pulses,22955,17927,781,Drip,Black,9620,3501,3619,75.1,236,315295,Failed
Delhi,Delhi District 5,2018,Rabi,Groundnut,38331,71257,1859,Rain-fed,Red,15323,2053,2192,38.6,182,56523,Harvested
Bihar,Bihar District 2,2021,Zaid,Mango,26224,91416,3486,Sprinkler,Arid,5992,1467,1312,39.9,240,541547,Harvested
Andhra Pradesh,Andhra District 4,2022,Zaid,Banana,16311,30175,1850,Drip,Black,3647,2733,2858,68.5,180,481341,Harvested
Sikkim,Sikkim District 6,2019,Kharif,Banana,38008,65867,1733,Sprinkler,Laterite,7135,1006,1042,77.7,83,482578,Harvested
Uttar Pradesh,Uttar District 6,2021,Rabi,Tea,664,1069,1610,Drip,Arid,67,3003,2880,70.6,111,68196,Standing
Uttar Pradesh,Uttar District 1,2023,Rabi,Cotton,27843,90545,3252,Canal,Red,2885,1705,1645,52.3,54,525453,Standing
Delhi,Delhi District 1,2018,Rabi,Mango,15689,29620,1888,Drip,Black,5798,3389,2916,79.4,202,212598,Harvested
Rajasthan,Rajasthan District 1,2022,Zaid,Tomato,18319,53033,2895,Sprinkler,Laterite,5609,2578,2499,22.3,66,264237,Failed
Mizoram,Mizoram District 1,2018,Rabi,Onion,18504,61470,3322,Drip,Alluvial,4060,2778,3082,70.7,247,434597,Harvested
Jharkhand,Jharkhand District 3,2019,Rabi,Jowar,7779,7522,967,Canal,Alluvial,3961,3388,3754,28.5,148,485361,Harvested
Arunachal Pradesh,Arunachal District 3,2019,Kharif,Turmeric,34096,74226,2177,Canal,Alluvial,19817,2863,3541,35.3,62,545952,Harvested
Jammu & Kashmir,Jammu District 3,2023,Rabi,Rice,35093,86504,2465,Tube Well,Red,13333,1330,1217,24.0,156,536855,Harvested
Puducherry,Puducherry District 7,2020,Zaid,Groundnut,25026,33785,1350,Drip,Black,12477,1708,1525,46.8,59,413404,Harvested
Ladakh,Ladakh District 2,2019,Kharif,Pulses,16761,35097,2094,Sprinkler,Arid,2846,3135,2939,79.6,218,263682,Harvested
Uttarakhand,Uttarakhand District 3,2021,Zaid,Bajra,33359,26020,780,Drip,Black,6733,1505,1283,60.7,220,320536,Harvested
Gujarat,Gujarat District 4,2020,Zaid,Jowar,13755,21746,1581,Sprinkler,Laterite,4343,1789,2228,22.8,101,151638,Harvested
Meghalaya,Meghalaya District 7,2019,Zaid,Groundnut,49861,162247,3254,Canal,Red,17746,2943,3027,53.8,164,379417,Harvested
Puducherry,Puducherry District 1,2019,Rabi,Sugarcane,49560,106851,2156,Tube Well,Laterite,16013,3207,3372,52.2,124,298107,Standing
Uttarakhand,Uttarakhand District 6,2023,Zaid,Banana,44150,88211,1998,Drip,Alluvial,21396,2658,2746,42.1,228,275691,Harvested
Sikkim,Sikkim District 1,2021,Kharif,Turmeric,22540,43141,1914,Sprinkler,Forest,5605,3124,3488,47.3,174,182460,Harvested
Chhattisgarh,Chhattisgarh District 8,2020,Rabi,Potato,10119,18629,1841,Sprinkler,Black,5938,1784,1962,46.7,189,101788,Harvested
Tamil Nadu,Tamil District 6,2022,Zaid,Sunflower,42292,87417,2067,Canal,Arid,15409,1956,1697,58.5,198,437155,Harvested
Kerala,Kerala District 6,2020,Zaid,Sugarcane,36754,83652,2276,Drip,Alluvial,4348,2056,1989,77.7,223,155641,Harvested
Assam,Assam District 2,2019,Zaid,Ginger,17758,11116,626,Canal,Forest,4520,2970,3155,38.9,158,322366,Harvested
Karnataka,Karnataka District 1,2018,Kharif,Onion,27546,51538,1871,Drip,Red,13659,2360,2593,67.0,147,126851,Failed
Arunachal Pradesh,Arunachal District 5,2018,Zaid,Mango,5035,15517,3082,Canal,Arid,604,3697,4203,59.5,142,117196,Harvested
Sikkim,Sikkim District 4,2023,Kharif,Ginger,15418,27397,1777,Rain-fed,Laterite,8076,942,1152,28.6,180,426027,Standing
Delhi,Delhi District 6,2019,Rabi,Soybean,38131,56128,1472,Sprinkler,Black,17959,3636,3939,68.5,171,432456,Harvested
Mizoram,Mizoram District 1,2019,Zaid,Sugarcane,12700,32600,2567,Drip,Laterite,5737,993,967,32.1,182,508002,Harvested
Tamil Nadu,Tamil District 1,2019,Zaid,Sugarcane,1270,1205,949,Rain-fed,Red,747,2216,2518,64.7,247,123928,Harvested
Tamil Nadu,Tamil District 6,2022,Kharif,Rice,9953,34526,3469,Rain-fed,Arid,5953,1596,1389,46.1,60,79915,Harvested
Mizoram,Mizoram District 4,2019,Rabi,Sunflower,2281,4803,2106,Canal,Alluvial,784,3295,3198,60.5,91,281499,Harvested
Tripura,Tripura District 4,2021,Zaid,Rice,14068,21298,1514,Tube Well,Laterite,1511,3255,3753,61.5,218,420634,Harvested
Uttar Pradesh,Uttar District 3,2020,Rabi,Sugarcane,30453,88039,2891,Tube Well,Black,6962,2527,2979,71.0,93,338835,Harvested
Telangana,Telangana District 2,2021,Rabi,Onion,32125,67655,2106,Rain-fed,Laterite,16625,2961,3012,47.6,61,415716,Harvested
Madhya Pradesh,Madhya District 7,2018,Zaid,Wheat,20595,41849,2032,Drip,Forest,7426,3150,3788,64.7,103,115654,Harvested
Uttar Pradesh,Uttar District 1,2021,Rabi,Bajra,30124,58741,1950,Rain-fed,Red,10884,1169,1227,52.1,139,453851,Harvested
Rajasthan,Rajasthan District 5,2021,Zaid,Sugarcane,46227,140714,3044,Drip,Red,14314,1803,1542,60.7,127,126061,Harvested
Jharkhand,Jharkhand District 2,2020,Rabi,Wheat,47565,115487,2428,Rain-fed,Alluvial,22521,1669,1959,70.9,77,421514,Harvested
Kerala,Kerala District 7,2022,Zaid,Tomato,17233,42427,2462,Rain-fed,Laterite,5919,1338,1315,44.0,228,424132,Harvested
Punjab,Punjab District 1,2020,Kharif,Cotton,31195,106281,3407,Rain-fed,Arid,16118,3220,2836,40.9,232,224914,Harvested
Mizoram,Mizoram District 4,2022,Rabi,Onion,44946,37260,829,Rain-fed,Forest,13697,2930,3065,79.7,136,356556,Harvested
Gujarat,Gujarat District 8,2018,Kharif,Potato,1830,4767,2605,Rain-fed,Alluvial,480,3242,3439,27.0,162,101700,Standing
Gujarat,Gujarat District 7,2023,Rabi,Banana,45749,154814,3384,Drip,Red,11717,835,746,63.9,243,442021,Harvested
Sikkim,Sikkim District 2,2020,Kharif,Onion,45460,139971,3079,Tube Well,Alluvial,10161,1879,1859,64.9,239,421676,Harvested
Arunachal Pradesh,Arunachal District 6,2019,Kharif,Groundnut,49165,35742,727,Sprinkler,Black,17826,3777,3893,21.5,238,267388,Harvested
Chhattisgarh,Chhattisgarh District 7,2022,Rabi,Wheat,13204,31174,2361,Sprinkler,Laterite,1641,3679,4271,70.0,227,442318,Standing
Manipur,Manipur District 8,2023,Zaid,Bajra,50099,76751,1532,Tube Well,Red,25390,1239,1263,73.9,145,58274,Failed
Punjab,Punjab District 3,2021,Zaid,Pulses,6441,19516,3030,Drip,Red,2318,3193,3873,73.5,120,263644,Harvested
Tripura,Tripura District 7,2018,Zaid,Banana,33826,109900,3249,Sprinkler,Laterite,3418,2519,2291,35.1,91,544082,Harvested
Gujarat,Gujarat District 5,2018,Zaid,Mango,37153,115471,3108,Rain-fed,Black,14257,1986,2009,51.9,200,510562,Harvested
Madhya Pradesh,Madhya District 1,2018,Rabi,Onion,38430,56030,1458,Tube Well,Alluvial,17590,3205,3302,43.1,121,238174,Standing
Bihar,Bihar District 3,2021,Zaid,Mustard,39234,87648,2234,Canal,Laterite,21922,1463,1778,73.6,190,56257,Harvested
Sikkim,Sikkim District 5,2019,Rabi,Maize,42202,123609,2929,Rain-fed,Red,8251,3733,3382,70.0,214,410914,Standing
Kerala,Kerala District 8,2022,Rabi,Turmeric,44973,136672,3039,Rain-fed,Arid,17870,3794,3963,69.1,62,532396,Harvested
Assam,Assam District 1,2022,Rabi,Mango,8027,28014,3490,Sprinkler,Red,2501,841,875,57.8,162,59176,Harvested
Nagaland,Nagaland District 5,2019,Rabi,Tomato,35221,70688,2007,Drip,Red,13382,1890,1661,46.5,87,109508,Harvested
Tamil Nadu,Tamil District 2,2018,Rabi,Ginger,14626,46964,3211,Canal,Forest,5509,1468,1439,43.4,227,256429,Harvested
Chandigarh,Chandigarh District 6,2022,Zaid,Banana,30472,43635,1432,Tube Well,Red,6989,1631,1879,34.9,213,83116,Harvested
Sikkim,Sikkim District 1,2022,Rabi,Cotton,18940,53505,2825,Rain-fed,Arid,11157,2994,2696,41.2,242,69741,Harvested
