State,District,Year,Quarter,Disease,Cases,Deaths,CFR,Hospitals,Beds,Doctors,Nurses,HealthFacility,VaccinationCoverage,SanitationCoverage,Status
Uttarakhand,Uttarakhand District 3,2021,Q3,Pneumonia,3203,97,3.03,6,102,32,50,Urban PHC,85.4,77.8,Active
Uttar Pradesh,Uttar District 7,2021,Q4,Hepatitis B,727,19,2.61,6,165,21,21,Primary Health Centre,87.3,61.2,Contained
Meghalaya,Meghalaya District 4,2019,Q4,Hepatitis B,4068,116,2.85,22,529,222,501,Urban PHC,89.1,72.5,Contained
Sikkim,Sikkim District 7,2020,Q3,Tuberculosis,1634,17,1.04,12,336,136,384,Primary Health Centre,64.2,78.7,Contained
Punjab,Punjab District 1,2020,Q3,Typhoid,1989,98,4.93,16,356,49,103,District Hospital,87.2,66.8,Active
Kerala,Kerala District 4,2018,Q4,Japanese Encephalitis,620,27,4.35,13,200,72,155,Primary Health Centre,74.3,75.1,Contained
Odisha,Odisha District 5,2021,Q3,Hepatitis B,8918,349,3.91,34,653,186,347,Community Health Centre,55.2,42.4,Active
Himachal Pradesh,Himachal District 8,2020,Q2,Pneumonia,5938,244,4.11,18,406,75,174,Urban PHC,88.8,56.5,Active
Uttar Pradesh,Uttar District 3,2023,Q2,Dengue,6087,111,1.82,11,197,28,79,Urban PHC,91.2,58.4,Contained
Arunachal Pradesh,Arunachal District 1,2018,Q3,Japanese Encephalitis,1222,37,3.03,49,600,177,483,Urban PHC,82.5,55.4,Active
Nagaland,Nagaland District 4,2018,Q1,Typhoid,3046,12,0.39,25,508,114,245,Sub-Centre,70.1,54.8,Active
Tripura,Tripura District 1,2020,Q1,Filariasis,338,9,2.66,17,505,149,344,Urban PHC,88.2,67.9,Active
Puducherry,Puducherry District 5,2019,Q1,Filariasis,6969,169,2.43,26,761,171,222,Primary Health Centre,61.9,52.7,Active
Manipur,Manipur District 6,2018,Q1,Hepatitis B,1597,22,1.38,21,371,138,225,Primary Health Centre,91.1,46.6,Contained
Madhya Pradesh,Madhya District 3,2018,Q4,Kala-azar,6028,143,2.37,24,669,275,492,Primary Health Centre,93.4,67.1,Active
Punjab,Punjab District 8,2018,Q1,Dengue,689,10,1.45,50,1303,159,242,Community Health Centre,85.7,51.4,Active
Manipur,Manipur District 8,2023,Q3,Kala-azar,6639,99,1.49,26,742,249,681,Community Health Centre,64.4,66.0,Active
Punjab,Punjab District 8,2023,Q2,Malaria,6863,335,4.88,26,525,92,149,Urban PHC,60.4,43.4,Active
Delhi,Delhi District 5,2023,Q1,Pneumonia,4826,132,2.74,21,374,118,156,Community Health Centre,93.7,53.9,Active
Maharashtra,Maharashtra District 8,2019,Q1,Typhoid,6692,218,3.26,53,1517,678,758,Sub-Centre,81.3,73.5,Contained
Tripura,Tripura District 1,2018,Q1,Pneumonia,6826,295,4.32,39,674,181,306,Urban PHC,79.4,59.8,Contained
Odisha,Odisha District 7,2021,Q4,Chikungunya,3235,126,3.89,37,379,99,138,District Hospital,80.6,66.1,Contained
Rajasthan,Rajasthan District 4,2018,Q2,Kala-azar,5767,137,2.38,53,1475,664,669,District Hospital,67.3,78.4,Active
Nagaland,Nagaland District 5,2021,Q1,Filariasis,7127,217,3.04,41,666,71,107,Community Health Centre,92.9,65.0,Contained
Punjab,Punjab District 3,2021,Q3,Pneumonia,430,16,3.72,25,689,287,536,District Hospital,81.1,67.1,Active
Himachal Pradesh,Himachal District 6,2020,Q1,Malaria,2015,5,0.25,31,380,102,272,Primary Health Centre,64.9,55.1,Active
Tamil Nadu,Tamil District 8,2020,Q2,Tuberculosis,1977,75,3.79,47,1056,238,600,Community Health Centre,59.0,66.6,Active
Karnataka,Karnataka District 7,2018,Q3,Japanese Encephalitis,1335,18,1.35,18,307,129,368,Urban PHC,90.0,63.4,Active
Kerala,Kerala District 1,2022,Q3,Japanese Encephalitis,2012,80,3.98,27,582,122,316,Urban PHC,91.2,46.9,Active
Uttarakhand,Uttarakhand District 2,2022,Q2,Cholera,9005,25,0.28,44,841,343,839,District Hospital,81.9,59.6,Active
Delhi,Delhi District 2,2019,Q1,Cholera,414,1,0.24,6,166,51,92,Urban PHC,59.0,64.5,Active
Chandigarh,Chandigarh District 4,2018,Q1,Leptospirosis,3051,33,1.08,16,211,104,274,Sub-Centre,73.6,50.2,Active
Jharkhand,Jharkhand District 2,2023,Q2,Malaria,6127,231,3.77,49,1221,149,377,Sub-Centre,86.8,58.5,Active
Jammu & Kashmir,Jammu District 3,2021,Q3,Tuberculosis,5695,11,0.19,40,538,250,674,District Hospital,58.9,54.0,Active
Rajasthan,Rajasthan District 3,2018,Q4,Chikungunya,1872,40,2.14,47,759,364,399,Community Health Centre,66.1,43.4,Contained
Uttar Pradesh,Uttar District 7,2018,Q1,Typhoid,1774,1,0.06,17,431,120,188,Urban PHC,82.2,67.0,Contained
Meghalaya,Meghalaya District 8,2022,Q4,Filariasis,4987,88,1.76,8,181,83,199,Urban PHC,65.2,61.3,Active
Kerala,Kerala District 3,2018,Q2,Hepatitis B,7568,304,4.02,46,788,310,494,Sub-Centre,59.5,60.6,Active
Mizoram,Mizoram District 6,2022,Q3,Japanese Encephalitis,7292,233,3.20,36,875,102,272,Primary Health Centre,61.1,72.7,Contained
Maharashtra,Maharashtra District 8,2019,Q4,Pneumonia,1420,30,2.11,53,1042,129,362,Urban PHC,77.7,61.9,Active
Kerala,Kerala District 2,2023,Q1,Hepatitis B,2661,120,4.51,13,368,113,153,Community Health Centre,70.2,49.9,Active
Bihar,Bihar District 7,2023,Q3,Dengue,4718,30,0.64,16,465,205,400,Urban PHC,84.7,48.1,Contained
Gujarat,Gujarat District 4,2021,Q4,Pneumonia,6203,64,1.03,23,668,164,275,Primary Health Centre,81.2,67.3,Active
Nagaland,Nagaland District 6,2018,Q4,Tuberculosis,2811,77,2.74,40,821,275,794,Primary Health Centre,82.1,71.9,Active
Goa,Goa District 2,2020,Q2,COVID-19,3204,104,3.25,39,951,371,491,Urban PHC,85.1,63.7,Contained
Jharkhand,Jharkhand District 5,2022,Q1,Typhoid,5503,247,4.49,30,887,157,318,Sub-Centre,74.3,71.6,Contained
Arunachal Pradesh,Arunachal District 5,2018,Q2,Tuberculosis,7881,112,1.42,20,529,97,202,Urban PHC,70.0,46.3,Contained
Karnataka,Karnataka District 6,2022,Q3,Typhoid,6185,18,0.29,19,470,100,162,Community Health Centre,59.1,78.8,Active
Uttarakhand,Uttarakhand District 4,2022,Q2,Dengue,2271,56,2.47,50,1384,545,781,Primary Health Centre,93.6,68.9,Active
Delhi,Delhi District 2,2020,Q4,Pneumonia,1006,4,0.40,49,672,257,340,Urban PHC,94.8,48.4,Active
Punjab,Punjab District 4,2019,Q3,Typhoid,7799,102,1.31,25,283,71,174,Primary Health Centre,74.5,79.6,Contained
Karnataka,Karnataka District 3,2020,Q2,Japanese Encephalitis,4995,18,0.36,42,1098,389,978,Community Health Centre,78.7,53.0,Contained
Rajasthan,Rajasthan District 6,2021,Q4,Malaria,312,0,0.00,44,538,172,371,Community Health Centre,76.3,54.2,Active
Uttar Pradesh,Uttar District 8,2020,Q4,Kala-azar,9050,449,4.96,28,775,370,790,Sub-Centre,86.7,70.2,Active
Telangana,Telangana District 6,2021,Q3,Kala-azar,2830,52,1.84,49,1403,251,623,District Hospital,86.5,49.5,Active
Chandigarh,Chandigarh District 8,2020,Q4,COVID-19,2088,85,4.07,36,821,220,436,Community Health Centre,60.3,65.5,Active
Jharkhand,Jharkhand District 4,2022,Q2,Hepatitis B,8810,191,2.17,15,292,39,102,District Hospital,56.9,56.5,Active
Punjab,Punjab District 4,2020,Q4,Leptospirosis,6690,126,1.88,29,852,201,270,Primary Health Centre,67.1,75.9,Active
Karnataka,Karnataka District 2,2020,Q2,Leptospirosis,7550,150,1.99,16,193,80,202,Community Health Centre,81.9,52.1,Active
Sikkim,Sikkim District 7,2023,Q1,Diarrhoea,5686,6,0.11,19,192,53,105,Community Health Centre,61.4,53.9,Contained
Telangana,Telangana District 1,2022,Q3,Leptospirosis,2785,7,0.25,45,850,241,645,Sub-Centre,68.6,65.2,Contained
Puducherry,Puducherry District 7,2023,Q1,Leptospirosis,3240,88,2.72,52,1154,352,760,Community Health Centre,69.5,65.4,Active
Maharashtra,Maharashtra District 2,2018,Q1,COVID-19,5971,280,4.69,40,1176,557,871,Urban PHC,67.2,40.2,Active
Delhi,Delhi District 4,2019,Q3,Filariasis,3884,56,1.44,19,332,62,176,Urban PHC,82.2,41.0,Active
Bihar,Bihar District 8,2021,Q1,Japanese Encephalitis,8003,398,4.97,16,218,63,141,District Hospital,85.4,66.9,Active
Karnataka,Karnataka District 5,2018,Q2,Cholera,254,5,1.97,31,317,82,131,District Hospital,88.5,60.6,Active
Chhattisgarh,Chhattisgarh District 1,2018,Q4,Malaria,1144,37,3.23,15,374,115,257,Urban PHC,68.6,69.7,Contained
Tripura,Tripura District 4,2022,Q1,Leptospirosis,8520,150,1.76,32,658,311,879,District Hospital,73.5,69.0,Active
Odisha,Odisha District 5,2021,Q4,Leptospirosis,6872,295,4.29,41,541,237,405,District Hospital,64.1,54.8,Active
Tripura,Tripura District 3,2019,Q2,Japanese Encephalitis,733,7,0.95,8,135,28,57,Sub-Centre,72.9,54.1,Active
Tamil Nadu,Tamil District 3,2023,Q1,Tuberculosis,6431,237,3.69,31,761,205,422,Community Health Centre,68.1,45.4,Contained
Chandigarh,Chandigarh District 1,2021,Q4,Filariasis,5006,218,4.35,45,464,200,320,Sub-Centre,89.6,47.1,Active
Bihar,Bihar District 6,2023,Q3,Diarrhoea,4433,201,4.53,45,1075,377,705,District Hospital,71.9,45.9,Active
Gujarat,Gujarat District 6,2021,Q2,Diarrhoea,6875,319,4.64,39,586,193,525,Sub-Centre,75.9,79.9,Active
Himachal Pradesh,Himachal District 1,2023,Q1,Malaria,5810,205,3.53,12,307,109,270,Urban PHC,80.9,46.6,Contained
Maharashtra,Maharashtra District 7,2019,Q2,COVID-19,6014,245,4.07,8,175,68,105,Sub-Centre,74.3,54.7,Contained
Tripura,Tripura District 5,2018,Q2,Leptospirosis,2745,2,0.07,13,159,48,48,Urban PHC,83.4,58.3,Active
Bihar,Bihar District 2,2022,Q2,Chikungunya,7424,272,3.66,9,143,34,98,Urban PHC,55.6,55.4,Contained
Meghalaya,Meghalaya District 7,2022,Q2,Hepatitis B,1414,53,3.75,39,988,373,851,Community Health Centre,73.1,74.4,Active
Tripura,Tripura District 2,2022,Q4,Typhoid,4609,0,0.00,19,535,56,60,Community Health Centre,67.6,66.4,Contained
Arunachal Pradesh,Arunachal District 7,2019,Q1,Filariasis,2044,55,2.69,11,132,30,36,District Hospital,80.5,58.6,Active
Tripura,Tripura District 5,2018,Q2,Cholera,8798,361,4.10,53,1565,736,1709,Sub-Centre,84.7,51.2,Active
Chandigarh,Chandigarh District 7,2023,Q1,COVID-19,2949,33,1.12,27,603,241,642,Urban PHC,69.0,65.3,Contained
West Bengal,West District 4,2019,Q2,Cholera,5321,229,4.30,8,166,70,168,Primary Health Centre,66.3,76.0,Contained
Puducherry,Puducherry District 5,2020,Q1,Chikungunya,2330,53,2.27,6,127,25,66,Sub-Centre,73.7,80.0,Active
Kerala,Kerala District 3,2021,Q2,Hepatitis B,823,34,4.13,23,533,108,161,Sub-Centre,69.9,41.0,Active
Andhra Pradesh,Andhra District 2,2023,Q4,Kala-azar,1984,12,0.60,29,844,116,151,Sub-Centre,68.5,77.2,Active
Andhra Pradesh,Andhra District 4,2018,Q1,Kala-azar,8442,196,2.32,5,89,23,25,Community Health Centre,73.7,71.0,Active
Andhra Pradesh,Andhra District 2,2019,Q4,Kala-azar,3790,116,3.06,6,76,8,17,District Hospital,55.1,47.0,Active
Chandigarh,Chandigarh District 7,2023,Q2,Typhoid,2698,87,3.22,38,442,112,142,Community Health Centre,83.8,42.7,Active
Chhattisgarh,Chhattisgarh District 2,2021,Q3,Diarrhoea,3628,84,2.32,17,412,197,342,Urban PHC,93.0,75.8,Active
Jammu & Kashmir,Jammu District 3,2021,Q2,Kala-azar,1729,62,3.59,6,163,60,68,Urban PHC,68.7,70.7,Active
Nagaland,Nagaland District 3,2022,Q4,Cholera,6299,143,2.27,25,436,216,522,Sub-Centre,88.2,78.1,Active
Mizoram,Mizoram District 4,2018,Q1,Chikungunya,4087,47,1.15,36,605,300,473,Community Health Centre,82.7,48.6,Contained
Assam,Assam District 2,2019,Q1,Kala-azar,7741,119,1.54,34,977,122,316,Sub-Centre,74.3,52.7,Active
Rajasthan,Rajasthan District 3,2021,Q4,Chikungunya,6589,49,0.74,54,1206,203,316,Primary Health Centre,93.9,63.7,Contained
Bihar,Bihar District 3,2022,Q2,Filariasis,3874,30,0.77,21,450,128,188,Community Health Centre,83.4,55.0,Contained
Chandigarh,Chandigarh District 4,2019,Q4,Leptospirosis,4343,16,0.37,21,371,65,148,District Hospital,59.7,66.6,Active
Kerala,Kerala District 5,2019,Q2,Tuberculosis,4937,170,3.44,39,931,184,397,Primary Health Centre,72.8,71.7,Active
Delhi,Delhi District 7,2019,Q1,Hepatitis B,535,9,1.68,42,751,200,457,Urban PHC,72.6,72.1,Active
Nagaland,Nagaland District 8,2021,Q4,Chikungunya,7905,73,0.92,10,254,92,209,Urban PHC,83.8,73.4,Active
Gujarat,Gujarat District 6,2020,Q2,Japanese Encephalitis,5610,256,4.56,54,1459,691,1564,Community Health Centre,81.7,75.9,Active
Chandigarh,Chandigarh District 4,2018,Q3,Cholera,8233,327,3.97,29,751,203,221,Sub-Centre,65.1,68.2,Active
West Bengal,West District 4,2020,Q3,Cholera,7148,149,2.08,48,618,152,268,Primary Health Centre,65.9,76.5,Contained
Uttarakhand,Uttarakhand District 3,2023,Q1,Kala-azar,3444,71,2.06,42,946,141,392,Primary Health Centre,86.9,45.1,Active
West Bengal,West District 4,2018,Q1,Cholera,2564,56,2.18,31,564,153,220,Community Health Centre,81.3,46.6,Active
Uttar Pradesh,Uttar District 2,2023,Q1,Japanese Encephalitis,5799,167,2.88,9,192,70,184,District Hospital,79.9,78.5,Active
Haryana,Haryana District 5,2018,Q2,Diarrhoea,8009,289,3.61,34,897,147,301,Sub-Centre,71.9,51.1,Active
Arunachal Pradesh,Arunachal District 8,2021,Q4,Typhoid,4593,60,1.31,52,1152,264,476,District Hospital,93.5,41.9,Active
Maharashtra,Maharashtra District 6,2019,Q3,COVID-19,7830,390,4.98,38,701,126,336,Primary Health Centre,94.4,68.2,Active
Rajasthan,Rajasthan District 3,2023,Q2,Hepatitis B,4484,215,4.79,48,573,86,204,Urban PHC,72.7,40.9,Active
Punjab,Punjab District 3,2018,Q2,Tuberculosis,2874,128,4.45,31,470,181,392,Urban PHC,68.6,71.8,Active
Himachal Pradesh,Himachal District 7,2022,Q1,Leptospirosis,3942,46,1.17,8,83,12,26,Sub-Centre,93.9,48.9,Contained
Himachal Pradesh,Himachal District 5,2020,Q2,Chikungunya,2531,109,4.31,51,807,218,373,Sub-Centre,84.2,66.1,Active
Haryana,Haryana District 8,2020,Q3,Diarrhoea,2086,15,0.72,35,559,189,419,Primary Health Centre,58.8,75.6,Active
Uttar Pradesh,Uttar District 2,2020,Q2,Tuberculosis,1251,52,4.16,7,126,49,137,Community Health Centre,56.8,64.1,Contained
Telangana,Telangana District 5,2021,Q4,Tuberculosis,2313,114,4.93,37,948,366,399,Community Health Centre,66.6,58.5,Active
Puducherry,Puducherry District 7,2019,Q2,Leptospirosis,2902,59,2.03,37,493,74,136,Primary Health Centre,89.7,48.6,Active
Jammu & Kashmir,Jammu District 3,2020,Q3,Malaria,1237,22,1.78,40,677,326,508,Sub-Centre,73.5,43.6,Active
Assam,Assam District 5,2023,Q4,Cholera,4756,130,2.73,50,1485,680,907,Urban PHC,56.5,62.6,Contained
Sikkim,Sikkim District 7,2020,Q1,Dengue,5180,95,1.83,5,87,35,35,Urban PHC,57.7,40.7,Contained
Tamil Nadu,Tamil District 5,2022,Q1,Typhoid,8300,405,4.88,35,773,337,338,District Hospital,79.3,51.0,Active
Kerala,Kerala District 4,2020,Q3,Malaria,3417,87,2.55,38,992,375,937,Community Health Centre,69.7,79.7,Active
Telangana,Telangana District 5,2022,Q4,Diarrhoea,8031,228,2.84,8,170,23,57,Sub-Centre,60.8,52.4,Active
Telangana,Telangana District 2,2021,Q4,COVID-19,2985,60,2.01,39,921,329,805,Urban PHC,66.3,41.2,Active
Chhattisgarh,Chhattisgarh District 2,2023,Q2,COVID-19,1237,26,2.10,7,173,53,83,Sub-Centre,88.3,72.8,Active
Ladakh,Ladakh District 5,2020,Q3,Leptospirosis,6274,0,0.00,48,933,368,422,District Hospital,79.8,69.8,Active
Uttar Pradesh,Uttar District 3,2021,Q4,Tuberculosis,2307,114,4.94,24,367,48,102,District Hospital,85.4,44.2,Active
Haryana,Haryana District 3,2022,Q3,Pneumonia,7760,276,3.56,16,197,75,163,Primary Health Centre,70.1,60.7,Active
Odisha,Odisha District 8,2018,Q2,Leptospirosis,7494,38,0.51,41,780,107,118,Sub-Centre,76.0,46.2,Active
Andhra Pradesh,Andhra District 2,2023,Q3,Leptospirosis,5225,19,0.36,15,256,56,88,Sub-Centre,77.2,45.4,Contained
Jharkhand,Jharkhand District 2,2021,Q4,Filariasis,5216,207,3.97,15,382,40,67,District Hospital,59.7,52.6,Active
Tripura,Tripura District 6,2019,Q3,Diarrhoea,5508,213,3.87,30,721,95,209,District Hospital,59.3,64.4,Contained
Arunachal Pradesh,Arunachal District 6,2021,Q1,Malaria,8636,390,4.52,17,370,113,168,Community Health Centre,56.2,46.7,Active
Arunachal Pradesh,Arunachal District 3,2018,Q1,Malaria,745,21,2.82,9,215,37,102,Sub-Centre,68.5,51.5,Contained
Chhattisgarh,Chhattisgarh District 6,2020,Q3,Filariasis,5443,43,0.79,15,377,101,141,Sub-Centre,80.3,65.0,Contained
Gujarat,Gujarat District 1,2020,Q4,Tuberculosis,1928,15,0.78,52,1423,700,1684,Urban PHC,78.3,73.2,Active
Mizoram,Mizoram District 1,2018,Q1,COVID-19,2347,6,0.26,38,952,420,863,Urban PHC,66.2,54.0,Contained
Nagaland,Nagaland District 6,2020,Q2,Typhoid,8558,178,2.08,8,232,88,230,District Hospital,74.1,66.6,Active
Jharkhand,Jharkhand District 8,2019,Q3,Leptospirosis,1640,51,3.11,49,689,108,185,Sub-Centre,74.4,59.3,Active
Puducherry,Puducherry District 1,2023,Q3,Dengue,2985,137,4.59,40,607,163,346,Primary Health Centre,61.9,43.3,Active
Odisha,Odisha District 1,2021,Q3,Diarrhoea,1032,43,4.17,9,205,93,100,Urban PHC,85.4,62.8,Active
Haryana,Haryana District 5,2023,Q2,Japanese Encephalitis,8150,130,1.60,26,741,146,349,Primary Health Centre,89.8,76.5,Active
Himachal Pradesh,Himachal District 5,2021,Q1,Chikungunya,6876,307,4.46,7,126,47,68,Sub-Centre,65.5,48.6,Contained
Punjab,Punjab District 4,2020,Q3,Hepatitis B,7788,279,3.58,25,540,109,112,Sub-Centre,67.1,66.5,Contained
Karnataka,Karnataka District 8,2019,Q4,Filariasis,936,11,1.18,30,674,281,743,Urban PHC,63.4,62.4,Active
Delhi,Delhi District 3,2021,Q1,Diarrhoea,7790,204,2.62,27,595,114,280,Community Health Centre,57.7,41.5,Contained
Tamil Nadu,Tamil District 4,2023,Q3,Dengue,2482,33,1.33,11,306,101,108,Sub-Centre,86.2,60.6,Active
Jharkhand,Jharkhand District 4,2022,Q2,Tuberculosis,7150,341,4.77,15,413,74,163,Urban PHC,91.8,56.5,Contained
Manipur,Manipur District 4,2021,Q2,Malaria,2143,47,2.19,37,859,190,309,Urban PHC,90.3,54.1,Active
Andhra Pradesh,Andhra District 6,2023,Q4,Malaria,2823,104,3.68,9,143,43,93,Urban PHC,87.2,52.4,Active
Haryana,Haryana District 2,2022,Q2,Japanese Encephalitis,4939,33,0.67,31,695,330,822,District Hospital,71.0,68.3,Active
Manipur,Manipur District 2,2023,Q1,Cholera,1978,12,0.61,46,1154,542,1474,Community Health Centre,69.3,75.9,Contained
Goa,Goa District 6,2020,Q4,Typhoid,1117,41,3.67,13,202,25,64,Community Health Centre,74.9,69.5,Active
Sikkim,Sikkim District 1,2021,Q4,Diarrhoea,4386,152,3.47,30,353,159,237,District Hospital,87.9,54.6,Contained
Mizoram,Mizoram District 7,2022,Q3,Hepatitis B,6024,238,3.95,12,223,40,83,Urban PHC,58.9,76.3,Contained
Kerala,Kerala District 7,2018,Q2,Diarrhoea,820,31,3.78,11,140,38,72,Community Health Centre,61.5,53.6,Active
Jharkhand,Jharkhand District 6,2019,Q3,Chikungunya,5947,221,3.72,47,1074,305,694,District Hospital,77.6,66.6,Contained
Jammu & Kashmir,Jammu District 5,2020,Q1,Pneumonia,8635,161,1.86,17,491,56,59,Urban PHC,78.8,54.4,Active
Ladakh,Ladakh District 8,2021,Q3,Leptospirosis,7311,199,2.72,11,125,21,55,District Hospital,67.8,40.3,Active
Puducherry,Puducherry District 8,2023,Q4,Hepatitis B,6962,91,1.31,38,800,114,180,Community Health Centre,88.4,63.5,Active
Gujarat,Gujarat District 8,2018,Q2,COVID-19,5596,91,1.63,34,962,114,146,District Hospital,75.2,64.9,Active
Jammu & Kashmir,Jammu District 8,2020,Q4,Kala-azar,8348,376,4.50,54,1208,172,443,Community Health Centre,88.7,58.4,Active
Haryana,Haryana District 6,2022,Q2,Japanese Encephalitis,8815,425,4.82,37,618,181,421,Urban PHC,87.5,51.2,Active
Bihar,Bihar District 6,2018,Q4,Diarrhoea,1816,16,0.88,10,156,39,49,Primary Health Centre,70.4,66.4,Active
Mizoram,Mizoram District 1,2019,Q1,Diarrhoea,5775,57,0.99,22,406,95,200,Urban PHC,65.0,44.4,Active
West Bengal,West District 2,2018,Q2,Chikungunya,5949,131,2.20,43,1201,227,533,Primary Health Centre,75.9,71.1,Active
Odisha,Odisha District 7,2022,Q1,Diarrhoea,7312,345,4.72,12,168,77,162,District Hospital,92.0,74.1,Contained
Goa,Goa District 6,2018,Q1,Japanese Encephalitis,5335,207,3.88,23,585,230,357,District Hospital,94.8,46.3,Contained
Uttar Pradesh,Uttar District 7,2022,Q2,Malaria,6172,85,1.38,5,98,47,57,Primary Health Centre,74.1,50.4,Active
Maharashtra,Maharashtra District 7,2022,Q3,Hepatitis B,2117,66,3.12,52,755,324,431,Urban PHC,62.9,53.2,Active
Uttar Pradesh,Uttar District 1,2018,Q4,Kala-azar,6638,298,4.49,19,432,124,355,Community Health Centre,63.4,65.4,Contained
Meghalaya,Meghalaya District 6,2021,Q2,Malaria,7341,225,3.06,50,629,107,173,Primary Health Centre,59.5,73.0,Contained
Arunachal Pradesh,Arunachal District 7,2020,Q1,Tuberculosis,5323,58,1.09,54,564,79,198,Primary Health Centre,55.4,77.0,Active
Karnataka,Karnataka District 8,2022,Q1,Chikungunya,8054,358,4.44,34,724,207,490,Primary Health Centre,65.1,43.7,Contained
Haryana,Haryana District 3,2023,Q2,Kala-azar,2672,16,0.60,24,620,157,221,Urban PHC,89.1,79.4,Active
Tripura,Tripura District 7,2020,Q1,COVID-19,7693,15,0.19,39,669,180,500,Community Health Centre,92.8,53.1,Active
Sikkim,Sikkim District 6,2021,Q1,Malaria,3975,3,0.08,18,483,71,128,Sub-Centre,62.1,51.8,Active
Tripura,Tripura District 4,2023,Q1,COVID-19,8407,367,4.37,49,603,109,206,Community Health Centre,64.4,40.3,Active
Puducherry,Puducherry District 6,2019,Q4,Hepatitis B,8555,280,3.27,15,232,113,245,Urban PHC,74.2,47.8,Active
Uttarakhand,Uttarakhand District 7,2021,Q4,Malaria,2281,22,0.96,22,241,77,129,Primary Health Centre,95.0,69.7,Active
Haryana,Haryana District 1,2022,Q2,COVID-19,3472,126,3.63,41,753,333,694,Urban PHC,64.9,73.6,Active
Delhi,Delhi District 7,2018,Q4,Chikungunya,8623,58,0.67,40,1060,411,1086,Sub-Centre,85.4,52.4,Active
Assam,Assam District 4,2022,Q1,Malaria,5316,24,0.45,49,1149,360,918,Sub-Centre,65.6,57.4,Active
Karnataka,Karnataka District 4,2022,Q2,Hepatitis B,5414,213,3.93,40,429,124,269,Community Health Centre,83.0,78.3,Contained
Rajasthan,Rajasthan District 3,2021,Q3,Malaria,6927,123,1.78,51,1266,373,393,Primary Health Centre,87.0,64.9,Contained
Ladakh,Ladakh District 4,2023,Q3,Dengue,6454,252,3.90,36,570,171,192,Community Health Centre,86.6,71.4,Active
Jammu & Kashmir,Jammu District 5,2018,Q1,Cholera,7640,289,3.78,53,1269,206,590,District Hospital,80.8,54.3,Active
Haryana,Haryana District 8,2020,Q2,Hepatitis B,2234,105,4.70,12,178,26,44,Community Health Centre,86.4,78.5,Active
Assam,Assam District 2,2023,Q3,Tuberculosis,3305,162,4.90,44,673,209,601,Primary Health Centre,68.5,73.2,Contained
Kerala,Kerala District 6,2019,Q4,Diarrhoea,5458,137,2.51,53,1467,268,644,Primary Health Centre,64.6,52.9,Contained
Andhra Pradesh,Andhra District 7,2021,Q2,Cholera,4023,184,4.57,21,470,146,405,Community Health Centre,86.0,51.5,Active
